/* DATA DESCRIPTION:
Citation:	Rhodes, Rachael H; Brook, Edward J (2019): Methane in NEEM-2011-S1 ice core from North Greenland, 1800 years continuous record: full dataset, v2 [dataset]. PANGAEA, https://doi.org/10.1594/PANGAEA.899036, 
	In supplement to: Rhodes, Rachael H; Faïn, Xavier; Stowasser, Christopher; Blunier, Thomas; Chappellaz, Jérôme A; McConnell, Joseph R; Romanini, Daniele; Mitchell, Logan E; Brook, Edward J (2013): Continuous methane measurements from a late Holocene Greenland ice core: Atmospheric and in-situ signals. Earth and Planetary Science Letters, 368, 9-19, https://doi.org/10.1016/j.epsl.2013.02.034
Abstract:	Description and Notes
	Description: Methane concentration from the Greenland NEEM-2011-S1 Ice Core from 71 to 408m depth (~270-1961 CE). 
	Methane concentrations analysed online by laser spectrometer (SARA, Spectroscopy by Amplified Resonant Absorption, developed at Laboratoire Interdisciplinaire de Physique, Grenoble, France) on gas extracted from an ice core processed using a continuous melter system (Desert Research Institute). Methane data have a 5 second integration time (raw data acquisition rate 0.6 Hz). Analytical precision, from Allan Variance test, is 0.9 ppb (2 sigma). Long-term reproducibility is 2.6% (2 sigma). Gaps in the record are due to problems during online analysis. Online analysis conducted August-September 2011.
	Note: Lat-Long provided is for main NEEM borehole. The NEEM-2011-S1 core was drilled 200 m distance away in 2011 to 410 m depth.
	Methane concentrations are reported on NOAA2004 scale (instrument calibrated on dry synthetic air standards).
	A correction factor of 1.079 has been applied to all data to correct for methane dissolution in melted ice core sample prior to gas extraction. Correction factor calculated using empirical data (concentrations not aligned/tied to existing discrete methane measurements).
	Additional methods description provided in:
	* Stowasser, C., Buizert, C., Gkinis, V., Chappellaz, J., Schupbach, S., Bigler, M., Fain, X., Sperlich, P., Baumgartner, M., Schilt, A., Blunier, T., 2012. Continuous measurements of methane mixing ratios from ice cores. Atmos. Meas. Tech. 5, 999-1013.
	* Morville, J., Kassi, S., Chenevier, M., Romanini, D., 2005. Fast, low-noise, mode bymode, cavity-enhanced absorption spectroscopy by diode-laser self-locking. Appl. Phys. B Lasers Opt. 80, 1027-01038.
	* NEEM (North Greenland Eemian Ice Drilling) project information http://neem.dk/
Keyword(s):	atmospheric composition; biogeochemical cycles; Greenland; Holocene; Ice core; Methane
Further details:	Buizert, Christo; Martinerie, Patricia; Petrenko, Vasilii V; Severinghaus, Jeffrey P; Trudinger, Cathy M; Witrant, Emmanuel; Rosen, Julia L; Orsi, Anais J; Rubino, Mauro; Etheridge, David; Steele, L P; Hogan, Chad M; Laube, J C; Sturges, William T; Levchenko, Oleg V; Smith, Abigail M; Levin, Ingeborg; Conway, Thomas J; Dlugokencky, Edward J; Lang, Patricia M; Kawamura, K; Jenk, Theo M; White, James W C; Sowers, Todd A; Schwander, Jakob; Blunier, Thomas (2012): Gas transport in firn: multiple-tracer characterisation and model intercomparison for NEEM, Northern Greenland. Atmospheric Chemistry and Physics, 12(9), 4259-4277, https://doi.org/10.5194/acp-12-4259-2012
	Buizert, Christo; Martinerie, Patricia; Petrenko, Vasilii V; Severinghaus, Jeffrey P; Trudinger, Cathy M; Witrant, Emmanuel; Rosen, Julia L; Orsi, Anais J; Rubino, Mauro; Etheridge, David; Steele, L P; Hogan, Chad M; Laube, J C; Sturges, William T; Levchenko, Oleg V; Smith, Abigail M; Levin, Ingeborg; Conway, Thomas J; Dlugokencky, Edward J; Lang, Patricia M; Kawamura, K; Jenk, Theo M; White, James W C; Sowers, Todd A; Schwander, Jakob; Blunier, Thomas (2014): Corrigendum to ''Gas transport in firn: multiple-tracer characterisation and model intercomparison for NEEM, Northern Greenland'' published in Atmos. Chem. Phys., 12, 4259–-4277, 2012. Atmospheric Chemistry and Physics, 14(7), 3571-3572, https://doi.org/10.5194/acp-14-3571-2014
	Morville, J; Kassi, S; Chenevier, M; Romanini, Daniele (2005): Fast, low-noise, mode-by-mode, cavity-enhanced absorption spectroscopy by diode-laser self-locking. Applied Physics B-Lasers and Optics, 80(8), 1027-1038, https://doi.org/10.1007/s00340-005-1828-z
	Rasmussen, Sune Olander; Abbott, Peter M; Blunier, Thomas; Bourne, Mark; Brook, Edward J; Buchardt, Susanne L; Buizert, Christo; Chappellaz, Jérôme A; Clausen, Henrik Brink; Cook, Eliza; Dahl-Jensen, Dorthe; Davies, Siwan M; Guillevic, Myriam; Kipfstuhl, Sepp; Laepple, Thomas; Seierstad, Inger K; Severinghaus, Jeffrey P; Steffensen, Jørgen Peder; Stowasser, Christopher; Svensson, Anders M; Vallelonga, Paul T; Vinther, Bo Møllesøe; Wilhelms, Frank; Winstrup, Mai (2013): A first chronology for the North Greenland Eemian Ice Drilling (NEEM) ice core. Climate of the Past, 9(6), 2713-2730, https://doi.org/10.5194/cp-9-2713-2013
	Sigl, Michael; Winstrup, Mai; McConnell, Joseph R; Welten, Kees C; Plunkett, Gill; Ludlow, F; Büntgen, Ulf; Caffee, Marc W; Chellman, Nathan J; Dahl-Jensen, Dorthe; Fischer, H; Kipfstuhl, Sepp; Kostick, C; Maselli, Olivia J; Mekhaldi, Florian; Mulvaney, Robert; Muscheler, Raimund; Pasteris, Daniel R; Pilcher, John R; Salzer, Matthew W; Schüpbach, Simon; Steffensen, J P; Vinther, Bo Møllesøe; Woodruff, Thomas E (2015): Timing and climate forcing of volcanic eruptions for the past 2,500 years. Nature, 523(7562), 543-549, https://doi.org/10.1038/nature14565
	Stowasser, Christopher; Buizert, Christo; Gkinis, Vasileios; Chappellaz, Jérôme A; Schüpbach, Simon; Bigler, Matthias; Faïn, Xavier; Sperlich, Peter; Baumgartner, M; Schilt, Adrian; Blunier, Thomas (2012): Continuous measurements of methane mixing ratios from ice cores. Atmospheric Measurement Techniques, 5(5), 999-1013, https://doi.org/10.5194/amt-5-999-2012
Project(s):	North Greenland Eemian Ice Drilling (NEEM) (URI: https://neem.dk/)
Funding:	Agence Nationale de la Recherche (ANR) (URI: http://www.agence-nationale-recherche.fr/en/project-based-funding-to-advance-french-research/), grant/award no. 07-VULN-09-001: North Greenland Eemian Ice Drilling
Coverage:	LATITUDE: 77.450000 * LONGITUDE: -51.060000
	MINIMUM DEPTH, ice/snow: 71.098 m * MAXIMUM DEPTH, ice/snow: 408.960 m
Event(s):	NEEM-2011-S1 (NEEMS1) * LATITUDE: 77.450000 * LONGITUDE: -51.060000 * ELEVATION: 2545.0 m * Penetration: 410 m * LOCATION: Greenland * METHOD/DEVICE: Ice drill (ICEDRILL) * COMMENT: Drilled in 2011, 200 m from the main NEEM borehole
Comment:	Entire CH4 dataset at 5 s integration time.
Parameter(s):	DEPTH, ice/snow [m] (Depth ice/snow) * GEOCODE * PI: Rhodes, Rachael H (https://orcid.org/0000-0001-7511-1969, rhr34@cam.ac.uk)
	Age [a AD/CE] (Age) * PI: Rhodes, Rachael H (https://orcid.org/0000-0001-7511-1969, rhr34@cam.ac.uk) * COMMENT: Ice age (yr CE) (Sigl et al. 2015)
	AGE [ka BP] (Age) * GEOCODE * PI: Rhodes, Rachael H (https://orcid.org/0000-0001-7511-1969, rhr34@cam.ac.uk) * METHOD/DEVICE: Age, calculated from a AD * COMMENT: calculated from Ice age (yr CE) (Sigl et al. 2015)
	Age [a AD/CE] (Age) * PI: Rhodes, Rachael H (https://orcid.org/0000-0001-7511-1969, rhr34@cam.ac.uk) * COMMENT: Gas age (yr CE) (constant delta age, Buizert et al. 2012, 2014)
	Age [a AD/CE] (Age) * PI: Rhodes, Rachael H (https://orcid.org/0000-0001-7511-1969, rhr34@cam.ac.uk) * COMMENT: Gas age (yr CE) (variable delta age, Rasmussen et al. 2013)
	Methane [ppbv] (CH4) * PI: Rhodes, Rachael H (https://orcid.org/0000-0001-7511-1969, rhr34@cam.ac.uk) * METHOD/DEVICE: see abstract * COMMENT: Entire CH4 dataset
License:	Creative Commons Attribution 4.0 International (CC-BY-4.0) (URI: https://creativecommons.org/licenses/by/4.0/)
Size:	175080 data points
*/
Depth ice/snow [m]	Age [a AD/CE] (Ice age (yr CE) (Sigl et al. ...)	Age [ka BP] (calculated from Ice age (yr C...)	Age [a AD/CE] (Gas age (yr CE) (constant del...)	Age [a AD/CE] (Gas age (yr CE) (variable del...)	CH4 [ppbv] (Entire CH4 dataset, see abstract)
71.098	1779.3169	0.1706831	1967.3169	1967.7074430	1550.7
71.103	1779.2984	0.1707016	1967.2984	1967.6887570	1555.7
71.109	1779.2758	0.1707242	1967.2758	1967.6659290	1552.3
71.114	1779.2568	0.1707432	1967.2568	1967.6467370	1551.6
71.120	1779.2345	0.1707655	1967.2345	1967.6242120	1551.5
71.131	1779.1932	0.1708068	1967.1932	1967.5824960	1549.6
71.136	1779.1743	0.1708257	1967.1743	1967.5634050	1550.0
71.142	1779.1521	0.1708479	1967.1521	1967.5409810	1549.1
71.148	1779.1296	0.1708704	1967.1296	1967.5182540	1549.2
71.153	1779.1106	0.1708894	1967.1106	1967.4990620	1549.1
71.159	1779.0882	0.1709118	1967.0882	1967.4764370	1549.0
71.164	1779.0697	0.1709303	1967.0697	1967.4577500	1549.1
71.170	1779.0470	0.1709530	1967.0470	1967.4348210	1548.3
71.175	1779.0280	0.1709720	1967.0280	1967.4156290	1550.7
71.181	1779.0058	0.1709942	1967.0058	1967.3932050	1549.5
71.186	1778.9874	0.1710126	1966.9874	1967.3746200	1547.3
71.192	1778.9658	0.1710342	1966.9658	1967.3528020	1546.4
71.197	1778.9476	0.1710524	1966.9476	1967.3344180	1542.6
71.203	1778.9254	0.1710746	1966.9254	1967.3119940	1539.8
71.208	1778.9072	0.1710928	1966.9072	1967.2936110	1534.3
71.214	1778.8856	0.1711144	1966.8856	1967.2717930	1531.1
71.219	1778.8676	0.1711324	1966.8676	1967.2536110	1524.9
71.225	1778.8460	0.1711540	1966.8460	1967.2317940	1522.0
71.230	1778.8275	0.1711725	1966.8275	1967.2131070	1517.3
71.236	1778.8054	0.1711946	1966.8054	1967.1907840	1513.7
71.241	1778.7874	0.1712126	1966.7874	1967.1726030	1509.6
71.247	1778.7658	0.1712342	1966.7658	1967.1507850	1505.6
71.253	1778.7442	0.1712558	1966.7442	1967.1289670	1501.2
71.258	1778.7259	0.1712741	1966.7259	1967.1104820	1495.9
71.264	1778.7037	0.1712963	1966.7037	1967.0880580	1490.2
71.269	1778.6856	0.1713144	1966.6856	1967.0697760	1485.5
71.275	1778.6640	0.1713360	1966.6640	1967.0479580	1481.6
71.280	1778.6460	0.1713540	1966.6460	1967.0297760	1480.6
71.286	1778.6243	0.1713757	1966.6243	1967.0078570	1478.0
71.291	1778.6058	0.1713942	1966.6058	1966.9891710	1477.7
71.297	1778.5838	0.1714162	1966.5838	1966.9669490	1479.9
71.302	1778.5658	0.1714342	1966.5658	1966.9487670	1485.6
71.308	1778.5442	0.1714558	1966.5442	1966.9269490	1487.3
71.313	1778.5262	0.1714738	1966.5262	1966.9087680	1494.0
71.319	1778.5046	0.1714954	1966.5046	1966.8869500	1499.2
71.324	1778.4866	0.1715134	1966.4866	1966.8687690	1505.0
71.330	1778.4645	0.1715355	1966.4645	1966.8464460	1507.7
71.335	1778.4460	0.1715540	1966.4460	1966.8277590	1511.4
71.341	1778.4244	0.1715756	1966.4244	1966.8059410	1516.0
71.347	1778.4026	0.1715974	1966.4026	1966.7839210	1515.3
71.352	1778.3841	0.1716159	1966.3841	1966.7652350	1514.9
71.358	1778.3622	0.1716378	1966.3622	1966.7431140	1517.9
71.363	1778.3442	0.1716558	1966.3442	1966.7249320	1518.6
71.369	1778.3226	0.1716774	1966.3226	1966.7031140	1519.7
71.374	1778.3046	0.1716954	1966.3046	1966.6849330	1522.5
71.380	1778.2825	0.1717175	1966.2825	1966.6626100	1521.9
71.385	1778.2640	0.1717360	1966.2640	1966.6439230	1519.5
71.390	1778.2460	0.1717540	1966.2460	1966.6257420	1517.2
71.396	1778.2244	0.1717756	1966.2244	1966.6039240	1511.8
71.402	1778.2028	0.1717972	1966.2028	1966.5821060	1503.1
71.407	1778.1848	0.1718152	1966.1848	1966.5639240	1492.2
71.413	1778.1632	0.1718368	1966.1632	1966.5421070	1483.3
71.418	1778.1449	0.1718551	1966.1449	1966.5236220	1476.7
71.424	1778.1227	0.1718773	1966.1227	1966.5011980	1468.0
71.429	1778.1046	0.1718954	1966.1046	1966.4829150	1462.7
71.435	1778.0830	0.1719170	1966.0830	1966.4610980	1457.3
71.440	1778.0650	0.1719350	1966.0650	1966.4429160	1454.3
71.446	1778.0433	0.1719567	1966.0433	1966.4209970	1451.0
71.452	1778.0211	0.1719789	1966.0211	1966.3985730	1448.1
71.457	1778.0028	0.1719972	1966.0028	1966.3800890	1444.9
71.463	1777.9812	0.1720188	1965.9812	1966.3582710	1442.3
71.468	1777.9629	0.1720371	1965.9629	1966.3397860	1437.7
71.474	1777.9407	0.1720593	1965.9407	1966.3173620	1438.9
71.479	1777.9222	0.1720778	1965.9222	1966.2986760	1435.6
71.485	1777.9000	0.1721000	1965.9000	1966.2762520	1434.0
71.490	1777.8820	0.1721180	1965.8820	1966.2580700	1432.3
71.496	1777.8603	0.1721397	1965.8603	1966.2361510	1431.7
71.501	1777.8418	0.1721582	1965.8418	1966.2174650	1431.7
71.507	1777.8196	0.1721804	1965.8196	1966.1950410	1433.8
71.512	1777.8011	0.1721989	1965.8011	1966.1763540	1438.0
71.518	1777.7792	0.1722208	1965.7792	1966.1542330	1441.0
71.523	1777.7612	0.1722388	1965.7612	1966.1360520	1445.7
71.529	1777.7392	0.1722608	1965.7392	1966.1138300	1451.8
71.535	1777.7170	0.1722830	1965.7170	1966.0914060	1456.5
71.540	1777.6985	0.1723015	1965.6985	1966.0727190	1464.3
71.546	1777.6763	0.1723237	1965.6763	1966.0502950	1461.7
71.551	1777.6578	0.1723422	1965.6578	1966.0316090	1462.7
71.557	1777.6358	0.1723642	1965.6358	1966.0093870	1462.6
71.562	1777.6178	0.1723822	1965.6178	1965.9912050	1462.1
71.568	1777.5959	0.1724041	1965.5959	1965.9690840	1463.5
71.573	1777.5774	0.1724226	1965.5774	1965.9503980	1463.6
71.579	1777.5552	0.1724448	1965.5552	1965.9279740	1462.0
71.584	1777.5367	0.1724633	1965.5367	1965.9092870	1461.1
71.590	1777.5150	0.1724850	1965.5150	1965.8873690	1460.9
71.595	1777.4970	0.1725030	1965.4970	1965.8691870	1455.9
71.601	1777.4748	0.1725252	1965.4748	1965.8467630	1452.9
71.606	1777.4563	0.1725437	1965.4563	1965.8280760	1448.6
71.612	1777.4341	0.1725659	1965.4341	1965.8056530	1443.1
71.617	1777.4158	0.1725842	1965.4158	1965.7871680	1439.7
71.623	1777.3942	0.1726058	1965.3942	1965.7653500	1433.2
71.628	1777.3759	0.1726241	1965.3759	1965.7468650	1424.2
71.634	1777.3537	0.1726463	1965.3537	1965.7244420	1414.3
71.639	1777.3352	0.1726648	1965.3352	1965.7057550	1402.6
71.645	1777.3130	0.1726870	1965.3130	1965.6833310	1397.3
71.651	1777.2908	0.1727092	1965.2908	1965.6609070	1393.0
71.656	1777.2724	0.1727276	1965.2724	1965.6423220	1387.3
71.662	1777.2508	0.1727492	1965.2508	1965.6205040	1379.7
71.667	1777.2326	0.1727674	1965.2326	1965.6021200	1374.3
71.673	1777.2104	0.1727896	1965.2104	1965.5796960	1371.3
71.678	1777.1919	0.1728081	1965.1919	1965.5610100	1366.8
71.684	1777.1697	0.1728303	1965.1697	1965.5385860	1369.7
71.689	1777.1516	0.1728484	1965.1516	1965.5203030	1369.6
71.695	1777.1300	0.1728700	1965.1300	1965.4984850	1373.6
71.700	1777.1115	0.1728885	1965.1115	1965.4797990	1379.4
71.706	1777.0893	0.1729107	1965.0893	1965.4573750	1384.1
71.711	1777.0708	0.1729292	1965.0708	1965.4386880	1390.5
71.717	1777.0486	0.1729514	1965.0486	1965.4162640	1396.4
71.722	1777.0301	0.1729699	1965.0301	1965.3975780	1399.6
71.728	1777.0067	0.1729933	1965.0067	1965.3739420	1400.5
71.733	1776.9862	0.1730138	1964.9862	1965.3532350	1402.3
71.739	1776.9592	0.1730408	1964.9592	1965.3259620	1404.3
71.745	1776.9310	0.1730690	1964.9310	1965.2974780	1406.6
71.750	1776.9075	0.1730925	1964.9075	1965.2737410	1408.5
71.755	1776.8840	0.1731160	1964.8840	1965.2500040	1412.0
71.761	1776.8558	0.1731442	1964.8558	1965.2215200	1419.0
71.767	1776.8278	0.1731722	1964.8278	1965.1932370	1421.0
