/* DATA DESCRIPTION:
Citation:	Rhodes, Rachael H; Brook, Edward J (2019): Methane in NEEM-2011-S1 ice core from North Greenland, 1800 years continuous record: outliers, v2 [dataset]. PANGAEA, https://doi.org/10.1594/PANGAEA.899038, 
	In supplement to: Rhodes, Rachael H; Faïn, Xavier; Stowasser, Christopher; Blunier, Thomas; Chappellaz, Jérôme A; McConnell, Joseph R; Romanini, Daniele; Mitchell, Logan E; Brook, Edward J (2013): Continuous methane measurements from a late Holocene Greenland ice core: Atmospheric and in-situ signals. Earth and Planetary Science Letters, 368, 9-19, https://doi.org/10.1016/j.epsl.2013.02.034
Abstract:	Description and Notes
	Description: Methane concentration from the Greenland NEEM-2011-S1 Ice Core from 71 to 408m depth (~270-1961 CE). 
	Methane concentrations analysed online by laser spectrometer (SARA, Spectroscopy by Amplified Resonant Absorption, developed at Laboratoire Interdisciplinaire de Physique, Grenoble, France) on gas extracted from an ice core processed using a continuous melter system (Desert Research Institute). Methane data have a 5 second integration time (raw data acquisition rate 0.6 Hz). Analytical precision, from Allan Variance test, is 0.9 ppb (2 sigma). Long-term reproducibility is 2.6% (2 sigma). Gaps in the record are due to problems during online analysis. Online analysis conducted August-September 2011.
	Note: Lat-Long provided is for main NEEM borehole. The NEEM-2011-S1 core was drilled 200 m distance away in 2011 to 410 m depth.
	Methane concentrations are reported on NOAA2004 scale (instrument calibrated on dry synthetic air standards).
	A correction factor of 1.079 has been applied to all data to correct for methane dissolution in melted ice core sample prior to gas extraction. Correction factor calculated using empirical data (concentrations not aligned/tied to existing discrete methane measurements).
	Additional methods description provided in:
	* Stowasser, C., Buizert, C., Gkinis, V., Chappellaz, J., Schupbach, S., Bigler, M., Fain, X., Sperlich, P., Baumgartner, M., Schilt, A., Blunier, T., 2012. Continuous measurements of methane mixing ratios from ice cores. Atmos. Meas. Tech. 5, 999-1013.
	* Morville, J., Kassi, S., Chenevier, M., Romanini, D., 2005. Fast, low-noise, mode bymode, cavity-enhanced absorption spectroscopy by diode-laser self-locking. Appl. Phys. B Lasers Opt. 80, 1027-01038.
	* NEEM (North Greenland Eemian Ice Drilling) project information http://neem.dk/
Keyword(s):	atmospheric composition; biogeochemical cycles; Greenland; Holocene; Ice core; Methane
Further details:	Buizert, Christo; Martinerie, Patricia; Petrenko, Vasilii V; Severinghaus, Jeffrey P; Trudinger, Cathy M; Witrant, Emmanuel; Rosen, Julia L; Orsi, Anais J; Rubino, Mauro; Etheridge, David; Steele, L P; Hogan, Chad M; Laube, J C; Sturges, William T; Levchenko, Oleg V; Smith, Abigail M; Levin, Ingeborg; Conway, Thomas J; Dlugokencky, Edward J; Lang, Patricia M; Kawamura, K; Jenk, Theo M; White, James W C; Sowers, Todd A; Schwander, Jakob; Blunier, Thomas (2012): Gas transport in firn: multiple-tracer characterisation and model intercomparison for NEEM, Northern Greenland. Atmospheric Chemistry and Physics, 12(9), 4259-4277, https://doi.org/10.5194/acp-12-4259-2012
	Buizert, Christo; Martinerie, Patricia; Petrenko, Vasilii V; Severinghaus, Jeffrey P; Trudinger, Cathy M; Witrant, Emmanuel; Rosen, Julia L; Orsi, Anais J; Rubino, Mauro; Etheridge, David; Steele, L P; Hogan, Chad M; Laube, J C; Sturges, William T; Levchenko, Oleg V; Smith, Abigail M; Levin, Ingeborg; Conway, Thomas J; Dlugokencky, Edward J; Lang, Patricia M; Kawamura, K; Jenk, Theo M; White, James W C; Sowers, Todd A; Schwander, Jakob; Blunier, Thomas (2014): Corrigendum to ''Gas transport in firn: multiple-tracer characterisation and model intercomparison for NEEM, Northern Greenland'' published in Atmos. Chem. Phys., 12, 4259–-4277, 2012. Atmospheric Chemistry and Physics, 14(7), 3571-3572, https://doi.org/10.5194/acp-14-3571-2014
	Morville, J; Kassi, S; Chenevier, M; Romanini, Daniele (2005): Fast, low-noise, mode-by-mode, cavity-enhanced absorption spectroscopy by diode-laser self-locking. Applied Physics B-Lasers and Optics, 80(8), 1027-1038, https://doi.org/10.1007/s00340-005-1828-z
	Rasmussen, Sune Olander; Abbott, Peter M; Blunier, Thomas; Bourne, Mark; Brook, Edward J; Buchardt, Susanne L; Buizert, Christo; Chappellaz, Jérôme A; Clausen, Henrik Brink; Cook, Eliza; Dahl-Jensen, Dorthe; Davies, Siwan M; Guillevic, Myriam; Kipfstuhl, Sepp; Laepple, Thomas; Seierstad, Inger K; Severinghaus, Jeffrey P; Steffensen, Jørgen Peder; Stowasser, Christopher; Svensson, Anders M; Vallelonga, Paul T; Vinther, Bo Møllesøe; Wilhelms, Frank; Winstrup, Mai (2013): A first chronology for the North Greenland Eemian Ice Drilling (NEEM) ice core. Climate of the Past, 9(6), 2713-2730, https://doi.org/10.5194/cp-9-2713-2013
	Sigl, Michael; Winstrup, Mai; McConnell, Joseph R; Welten, Kees C; Plunkett, Gill; Ludlow, F; Büntgen, Ulf; Caffee, Marc W; Chellman, Nathan J; Dahl-Jensen, Dorthe; Fischer, H; Kipfstuhl, Sepp; Kostick, C; Maselli, Olivia J; Mekhaldi, Florian; Mulvaney, Robert; Muscheler, Raimund; Pasteris, Daniel R; Pilcher, John R; Salzer, Matthew W; Schüpbach, Simon; Steffensen, J P; Vinther, Bo Møllesøe; Woodruff, Thomas E (2015): Timing and climate forcing of volcanic eruptions for the past 2,500 years. Nature, 523(7562), 543-549, https://doi.org/10.1038/nature14565
	Stowasser, Christopher; Buizert, Christo; Gkinis, Vasileios; Chappellaz, Jérôme A; Schüpbach, Simon; Bigler, Matthias; Faïn, Xavier; Sperlich, Peter; Baumgartner, M; Schilt, Adrian; Blunier, Thomas (2012): Continuous measurements of methane mixing ratios from ice cores. Atmospheric Measurement Techniques, 5(5), 999-1013, https://doi.org/10.5194/amt-5-999-2012
Project(s):	North Greenland Eemian Ice Drilling (NEEM) (URI: https://neem.dk/)
Funding:	Agence Nationale de la Recherche (ANR) (URI: http://www.agence-nationale-recherche.fr/en/project-based-funding-to-advance-french-research/), grant/award no. 07-VULN-09-001: North Greenland Eemian Ice Drilling
Coverage:	LATITUDE: 77.450000 * LONGITUDE: -51.060000
	MINIMUM DEPTH, ice/snow: 178.151 m * MAXIMUM DEPTH, ice/snow: 390.907 m
Event(s):	NEEM-2011-S1 (NEEMS1) * LATITUDE: 77.450000 * LONGITUDE: -51.060000 * ELEVATION: 2545.0 m * Penetration: 410 m * LOCATION: Greenland * METHOD/DEVICE: Ice drill (ICEDRILL) * COMMENT: Drilled in 2011, 200 m from the main NEEM borehole
Comment:	NEEM-2011-S1 CH4 outliers.
	Data points removed from dataset according to specified cut-off value.
	Please refer to Rhodes et al. (2013) for full discussion of origins outlying data points. 
	Briefly, these high frequency features are not artifacts of the continuous method and have been replicated by traditional discrete analyses. Comparison to chemistry measurements suggests they are related to biological in situ production of methane.
Parameter(s):	DEPTH, ice/snow [m] (Depth ice/snow) * GEOCODE * PI: Rhodes, Rachael H (https://orcid.org/0000-0001-7511-1969, rhr34@cam.ac.uk)
	Age [a AD/CE] (Age) * PI: Rhodes, Rachael H (https://orcid.org/0000-0001-7511-1969, rhr34@cam.ac.uk) * COMMENT: Ice age (yr CE) (Sigl et al. 2015)
	AGE [ka BP] (Age) * GEOCODE * PI: Rhodes, Rachael H (https://orcid.org/0000-0001-7511-1969, rhr34@cam.ac.uk) * METHOD/DEVICE: Age, calculated from a AD * COMMENT: calculated from Ice age (yr CE) (Sigl et al. 2015)
	Age [a AD/CE] (Age) * PI: Rhodes, Rachael H (https://orcid.org/0000-0001-7511-1969, rhr34@cam.ac.uk) * COMMENT: Gas age (yr CE) (constant delta age, Buizert et al. 2012, 2014)
	Age [a AD/CE] (Age) * PI: Rhodes, Rachael H (https://orcid.org/0000-0001-7511-1969, rhr34@cam.ac.uk) * COMMENT: Gas age (yr CE) (variable delta age, Rasmussen et al. 2013)
	Methane [ppbv] (CH4) * PI: Rhodes, Rachael H (https://orcid.org/0000-0001-7511-1969, rhr34@cam.ac.uk) * METHOD/DEVICE: see abstract * COMMENT: outliers
License:	Creative Commons Attribution 4.0 International (CC-BY-4.0) (URI: https://creativecommons.org/licenses/by/4.0/)
Size:	8416 data points
*/
Depth ice/snow [m]	Age [a AD/CE] (Ice age (yr CE) (Sigl et al. ...)	Age [ka BP] (calculated from Ice age (yr C...)	Age [a AD/CE] (Gas age (yr CE) (constant del...)	Age [a AD/CE] (Gas age (yr CE) (variable del...)	CH4 [ppbv] (outliers, see abstract)
178.151	1284.8268	0.6651732	1472.8268	1474.1563120	731.9
178.155	1284.8080	0.6651920	1472.8080	1474.1367980	732.9
178.160	1284.7850	0.6652150	1472.7850	1474.1129260	733.0
178.165	1284.7620	0.6652380	1472.7620	1474.0890530	733.3
178.170	1284.7385	0.6652615	1472.7385	1474.0646610	734.0
178.175	1284.7150	0.6652850	1472.7150	1474.0402700	736.1
178.180	1284.6915	0.6653085	1472.6915	1474.0158780	737.3
178.185	1284.6680	0.6653320	1472.6680	1473.9914870	738.1
178.190	1284.6445	0.6653555	1472.6445	1473.9670950	738.1
178.195	1284.6210	0.6653790	1472.6210	1473.9427030	739.7
178.199	1284.6022	0.6653978	1472.6022	1473.9231900	739.8
178.204	1284.5787	0.6654213	1472.5787	1473.8987990	742.7
178.209	1284.5552	0.6654448	1472.5552	1473.8744070	743.8
178.214	1284.5317	0.6654683	1472.5317	1473.8500150	746.3
178.219	1284.5082	0.6654918	1472.5082	1473.8256240	747.2
178.224	1284.4847	0.6655153	1472.4847	1473.8012320	749.2
178.229	1284.4612	0.6655388	1472.4612	1473.7768410	751.6
178.234	1284.4377	0.6655623	1472.4377	1473.7524490	754.2
178.239	1284.4142	0.6655858	1472.4142	1473.7280580	756.8
178.243	1284.3954	0.6656046	1472.3954	1473.7085440	759.8
178.248	1284.3719	0.6656281	1472.3719	1473.6841530	763.1
178.253	1284.3484	0.6656516	1472.3484	1473.6597610	766.5
178.258	1284.3252	0.6656748	1472.3252	1473.6356810	769.9
178.263	1284.3022	0.6656978	1472.3022	1473.6118080	774.6
178.268	1284.2789	0.6657211	1472.2789	1473.5876240	778.2
178.273	1284.2554	0.6657446	1472.2554	1473.5632330	782.3
178.278	1284.2319	0.6657681	1472.2319	1473.5388410	787.2
178.283	1284.2084	0.6657916	1472.2084	1473.5144490	791.7
178.288	1284.1849	0.6658151	1472.1849	1473.4900580	798.4
178.293	1284.1614	0.6658386	1472.1614	1473.4656660	804.2
178.297	1284.1426	0.6658574	1472.1426	1473.4461530	810.7
178.302	1284.1191	0.6658809	1472.1191	1473.4217610	817.5
178.307	1284.0956	0.6659044	1472.0956	1473.3973700	823.8
178.312	1284.0721	0.6659279	1472.0721	1473.3729780	829.4
178.317	1284.0486	0.6659514	1472.0486	1473.3485870	832.4
178.322	1284.0251	0.6659749	1472.0251	1473.3241950	836.8
178.327	1284.0030	0.6659970	1472.0030	1473.3012570	838.0
178.332	1283.9830	0.6660170	1471.9830	1473.2804980	837.5
178.337	1283.9632	0.6660368	1471.9632	1473.2599470	835.3
178.341	1283.9476	0.6660524	1471.9476	1473.2437550	831.0
178.346	1283.9282	0.6660718	1471.9282	1473.2236190	824.7
178.351	1283.9092	0.6660908	1471.9092	1473.2038980	813.9
178.356	1283.8902	0.6661098	1471.8902	1473.1841770	803.7
178.361	1283.8712	0.6661288	1471.8712	1473.1644560	790.7
178.366	1283.8521	0.6661479	1471.8521	1473.1446310	777.1
178.371	1283.8326	0.6661674	1471.8326	1473.1243920	762.8
178.376	1283.8132	0.6661868	1471.8132	1473.1042560	749.3
178.381	1283.7942	0.6662058	1471.7942	1473.0845350	737.4
178.386	1283.7751	0.6662249	1471.7751	1473.0647100	728.5
178.390	1283.7595	0.6662405	1471.7595	1473.0485180	724.0
178.395	1283.7400	0.6662600	1471.7400	1473.0282780	722.1
178.400	1283.7210	0.6662790	1471.7210	1473.0085580	721.4
178.405	1283.7020	0.6662980	1471.7020	1472.9888370	722.3
178.410	1283.6830	0.6663170	1471.6830	1472.9691160	721.0
178.415	1283.6640	0.6663360	1471.6640	1472.9493950	720.7
178.420	1283.6445	0.6663555	1471.6445	1472.9291550	720.5
178.837	1281.6900	0.6683100	1469.6900	1470.9005020	743.0
178.842	1281.6650	0.6683350	1469.6650	1470.8745530	742.8
178.846	1281.6450	0.6683550	1469.6450	1470.8537940	742.6
178.851	1281.6200	0.6683800	1469.6200	1470.8278460	742.4
178.856	1281.5950	0.6684050	1469.5950	1470.8018970	742.3
178.860	1281.5750	0.6684250	1469.5750	1470.7811390	741.3
178.865	1281.5500	0.6684500	1469.5500	1470.7551900	741.5
178.869	1281.5300	0.6684700	1469.5300	1470.7344310	741.9
178.874	1281.5050	0.6684950	1469.5050	1470.7084830	740.8
178.878	1281.4850	0.6685150	1469.4850	1470.6877240	741.1
178.883	1281.4600	0.6685400	1469.4600	1470.6617750	740.1
178.888	1281.4350	0.6685650	1469.4350	1470.6358270	740.3
178.892	1281.4150	0.6685850	1469.4150	1470.6150680	740.8
178.897	1281.3900	0.6686100	1469.3900	1470.5891200	741.9
178.901	1281.3700	0.6686300	1469.3700	1470.5683610	742.0
178.906	1281.3450	0.6686550	1469.3450	1470.5424120	742.5
178.911	1281.3200	0.6686800	1469.3200	1470.5164640	742.7
178.915	1281.3000	0.6687000	1469.3000	1470.4957050	743.3
178.920	1281.2750	0.6687250	1469.2750	1470.4697570	744.4
178.924	1281.2550	0.6687450	1469.2550	1470.4489980	744.9
178.929	1281.2300	0.6687700	1469.2300	1470.4230490	745.2
178.934	1281.2050	0.6687950	1469.2050	1470.3971010	746.5
178.938	1281.1850	0.6688150	1469.1850	1470.3763420	748.2
178.943	1281.1600	0.6688400	1469.1600	1470.3503930	748.1
178.947	1281.1402	0.6688598	1469.1402	1470.3298420	749.4
178.952	1281.1157	0.6688843	1469.1157	1470.3044130	749.6
178.957	1281.0910	0.6689090	1469.0910	1470.2787760	751.3
178.961	1281.0710	0.6689290	1469.0710	1470.2580170	753.7
178.966	1281.0460	0.6689540	1469.0460	1470.2320680	753.0
178.970	1281.0260	0.6689740	1469.0260	1470.2113100	754.3
178.975	1281.0010	0.6689990	1469.0010	1470.1853610	754.1
178.980	1280.9740	0.6690260	1468.9740	1470.1573370	755.5
178.984	1280.9524	0.6690476	1468.9524	1470.1349170	753.6
178.989	1280.9258	0.6690742	1468.9258	1470.1073080	755.2
178.993	1280.9046	0.6690954	1468.9046	1470.0856030	753.8
178.998	1280.8778	0.6691222	1468.8778	1470.0588130	754.3
179.002	1280.8562	0.6691438	1468.8562	1470.0372220	754.0
179.007	1280.8294	0.6691706	1468.8294	1470.0104320	754.0
179.011	1280.8082	0.6691918	1468.8082	1469.9892400	752.9
179.016	1280.7816	0.6692184	1468.7816	1469.9626510	752.1
179.021	1280.7546	0.6692454	1468.7546	1469.9356610	751.7
179.025	1280.7330	0.6692670	1468.7330	1469.9140700	749.3
179.030	1280.7065	0.6692935	1468.7065	1469.8875800	749.4
179.035	1280.6800	0.6693200	1468.6800	1469.8610900	749.1
179.039	1280.6584	0.6693416	1468.6584	1469.8394990	749.4
179.044	1280.6314	0.6693686	1468.6314	1469.8125090	747.9
179.048	1280.6101	0.6693899	1468.6101	1469.7912170	747.1
179.053	1280.5836	0.6694164	1468.5836	1469.7647280	747.1
179.057	1280.5622	0.6694378	1468.5622	1469.7433360	745.6
179.062	1280.5352	0.6694648	1468.5352	1469.7163460	744.4
179.067	1280.5084	0.6694916	1468.5084	1469.6895570	745.0
179.071	1280.4872	0.6695128	1468.4872	1469.6683650	744.7
179.076	1280.4606	0.6695394	1468.4606	1469.6417750	744.9
179.080	1280.4390	0.6695610	1468.4390	1469.6201840	744.5
179.085	1280.4120	0.6695880	1468.4120	1469.5931940	744.3
179.089	1280.3908	0.6696092	1468.3908	1469.5720020	744.8
179.094	1280.3643	0.6696357	1468.3643	1469.5455130	744.0
179.099	1280.3374	0.6696626	1468.3374	1469.5186230	745.3
179.104	1280.3104	0.6696896	1468.3104	1469.4916340	743.9
179.108	1280.2891	0.6697109	1468.2891	1469.4703420	743.6
179.113	1280.2626	0.6697374	1468.2626	1469.4438520	743.7
179.117	1280.2412	0.6697588	1468.2412	1469.4224610	743.9
179.122	1280.2142	0.6697858	1468.2142	1469.3954710	744.5
179.126	1280.1927	0.6698073	1468.1927	1469.3739790	743.4
179.131	1280.1662	0.6698338	1468.1662	1469.3474900	743.1
179.135	1280.1450	0.6698550	1468.1450	1469.3262980	744.1
179.140	1280.1180	0.6698820	1468.1180	1469.2993080	743.1
179.145	1280.0910	0.6699090	1468.0910	1469.2723190	743.9
179.149	1280.0698	0.6699302	1468.0698	1469.2511270	742.9
179.154	1280.0433	0.6699567	1468.0433	1469.2246370	743.6
179.159	1280.0164	0.6699836	1468.0164	1469.1977480	743.8
179.360	1278.8885	0.6711115	1466.8885	1468.0702860	731.3
